Timestamp | CPU % of Total | CPU Used (cores) | %MEM | RAM Used (GB) | GPU Util % | GPU MEM Used (MB)
2025-05-22 17:30:41 | 1.12% | 0.27 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:30:42 | 1.12% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:30:43 | 1.12% | 0.27 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:30:44 | 1.12% | 0.27 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:30:45 | 1.12% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:30:46 | 1.12% | 0.27 | 15.0 | 18.97 | 0% | 571
2025-05-22 17:30:48 | 1.12% | 0.27 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:30:49 | 1.12% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:30:50 | 1.12% | 0.27 | 15.2 | 19.13 | 0% | 571
2025-05-22 17:30:51 | 1.12% | 0.27 | 15.5 | 19.50 | 0% | 571
2025-05-22 17:30:52 | 1.12% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:30:53 | 1.12% | 0.27 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:30:54 | 1.12% | 0.27 | 15.6 | 19.63 | 0% | 571
2025-05-22 17:30:56 | 1.13% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:30:57 | 1.13% | 0.27 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:30:58 | 1.13% | 0.27 | 15.7 | 19.22 | 0% | 571
2025-05-22 17:30:59 | 1.13% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:31:00 | 1.13% | 0.27 | 15.0 | 18.87 | 0% | 571
2025-05-22 17:31:01 | 1.13% | 0.27 | 14.4 | 18.22 | 1% | 571
2025-05-22 17:31:02 | 1.13% | 0.27 | 14.7 | 18.50 | 0% | 571
2025-05-22 17:31:04 | 1.13% | 0.27 | 15.1 | 19.09 | 0% | 571
2025-05-22 17:31:05 | 1.13% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:31:06 | 1.14% | 0.27 | 14.8 | 18.64 | 0% | 571
2025-05-22 17:31:07 | 1.14% | 0.27 | 15.2 | 19.20 | 0% | 571
2025-05-22 17:31:08 | 1.14% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:31:09 | 1.14% | 0.27 | 14.7 | 18.50 | 0% | 571
2025-05-22 17:31:10 | 1.14% | 0.27 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:31:12 | 1.14% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:31:13 | 1.14% | 0.27 | 15.0 | 18.82 | 0% | 571
2025-05-22 17:31:14 | 1.14% | 0.27 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:31:15 | 1.14% | 0.27 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:31:16 | 1.14% | 0.27 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:31:17 | 1.15% | 0.28 | 15.4 | 19.33 | 0% | 571
2025-05-22 17:31:19 | 1.15% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:20 | 1.15% | 0.28 | 15.1 | 19.08 | 0% | 571
2025-05-22 17:31:21 | 1.15% | 0.28 | 15.4 | 19.38 | 0% | 571
2025-05-22 17:31:22 | 1.15% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:23 | 1.15% | 0.28 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:31:24 | 1.15% | 0.28 | 15.5 | 19.54 | 0% | 571
2025-05-22 17:31:25 | 1.15% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:27 | 1.15% | 0.28 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:31:28 | 1.15% | 0.28 | 15.6 | 19.70 | 0% | 571
2025-05-22 17:31:29 | 1.15% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:30 | 1.15% | 0.28 | 14.9 | 18.81 | 0% | 571
2025-05-22 17:31:31 | 1.15% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:32 | 1.15% | 0.28 | 14.8 | 18.62 | 0% | 571
2025-05-22 17:31:34 | 1.16% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:31:35 | 1.16% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:36 | 1.16% | 0.28 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:31:37 | 1.16% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:31:38 | 1.16% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:39 | 1.16% | 0.28 | 15.0 | 18.92 | 0% | 571
2025-05-22 17:31:40 | 1.16% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:31:42 | 1.16% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:43 | 1.16% | 0.28 | 15.1 | 19.06 | 0% | 571
2025-05-22 17:31:44 | 1.17% | 0.28 | 15.4 | 19.44 | 0% | 571
2025-05-22 17:31:45 | 1.17% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:46 | 1.17% | 0.28 | 14.8 | 18.62 | 0% | 571
2025-05-22 17:31:47 | 1.17% | 0.28 | 15.5 | 19.58 | 0% | 571
2025-05-22 17:31:49 | 1.17% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:50 | 1.17% | 0.28 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:31:51 | 1.17% | 0.28 | 15.0 | 18.35 | 0% | 571
2025-05-22 17:31:52 | 1.17% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:53 | 1.17% | 0.28 | 15.0 | 18.93 | 0% | 571
2025-05-22 17:31:54 | 1.17% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:55 | 1.18% | 0.28 | 14.7 | 18.60 | 0% | 571
2025-05-22 17:31:57 | 1.18% | 0.28 | 15.2 | 19.15 | 0% | 571
2025-05-22 17:31:58 | 1.18% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:31:59 | 1.18% | 0.28 | 14.8 | 18.50 | 0% | 571
2025-05-22 17:32:00 | 1.18% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:01 | 1.18% | 0.28 | 14.5 | 18.29 | 1% | 571
2025-05-22 17:32:02 | 1.18% | 0.28 | 14.9 | 18.82 | 0% | 571
2025-05-22 17:32:03 | 1.18% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:05 | 1.18% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:06 | 1.18% | 0.28 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:32:07 | 1.18% | 0.28 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:08 | 1.18% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:09 | 1.18% | 0.28 | 15.1 | 19.07 | 0% | 571
2025-05-22 17:32:10 | 1.18% | 0.28 | 15.4 | 19.36 | 0% | 571
2025-05-22 17:32:11 | 1.19% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:13 | 1.19% | 0.28 | 15.0 | 19.01 | 0% | 571
2025-05-22 17:32:14 | 1.19% | 0.28 | 15.5 | 19.55 | 0% | 571
2025-05-22 17:32:15 | 1.19% | 0.28 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:16 | 1.19% | 0.29 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:32:17 | 1.19% | 0.29 | 15.6 | 19.69 | 0% | 571
2025-05-22 17:32:18 | 1.19% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:20 | 1.19% | 0.29 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:32:21 | 1.19% | 0.29 | 15.1 | 18.47 | 0% | 571
2025-05-22 17:32:22 | 1.20% | 0.29 | 14.5 | 18.43 | 0% | 571
2025-05-22 17:32:23 | 1.20% | 0.29 | 15.1 | 18.99 | 0% | 571
2025-05-22 17:32:24 | 1.20% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:25 | 1.20% | 0.29 | 14.8 | 18.69 | 0% | 571
2025-05-22 17:32:26 | 1.20% | 0.29 | 15.3 | 19.32 | 0% | 571
2025-05-22 17:32:28 | 1.20% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:29 | 1.20% | 0.29 | 14.9 | 18.81 | 0% | 571
2025-05-22 17:32:30 | 1.20% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:31 | 1.20% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:32 | 1.20% | 0.29 | 15.0 | 18.71 | 0% | 571
2025-05-22 17:32:33 | 1.20% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:35 | 1.20% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:36 | 1.20% | 0.29 | 15.1 | 19.04 | 0% | 571
2025-05-22 17:32:37 | 1.20% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:38 | 1.21% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:39 | 1.21% | 0.29 | 15.1 | 18.91 | 0% | 571
2025-05-22 17:32:40 | 1.21% | 0.29 | 15.5 | 19.51 | 0% | 571
2025-05-22 17:32:41 | 1.21% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:43 | 1.21% | 0.29 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:32:44 | 1.21% | 0.29 | 15.6 | 19.65 | 0% | 571
2025-05-22 17:32:45 | 1.21% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:46 | 1.21% | 0.29 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:32:47 | 1.21% | 0.29 | 15.0 | 18.43 | 0% | 571
2025-05-22 17:32:48 | 1.22% | 0.29 | 14.7 | 18.50 | 0% | 571
2025-05-22 17:32:50 | 1.22% | 0.29 | 15.1 | 19.05 | 0% | 571
2025-05-22 17:32:51 | 1.22% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:52 | 1.22% | 0.29 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:32:53 | 1.22% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:54 | 1.22% | 0.29 | 14.5 | 18.30 | 0% | 571
2025-05-22 17:32:55 | 1.22% | 0.29 | 14.9 | 18.74 | 0% | 571
2025-05-22 17:32:57 | 1.22% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:32:58 | 1.22% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:32:59 | 1.22% | 0.29 | 15.0 | 18.92 | 0% | 571
2025-05-22 17:33:00 | 1.22% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:01 | 1.22% | 0.29 | 14.5 | 18.29 | 1% | 571
2025-05-22 17:33:02 | 1.22% | 0.29 | 15.1 | 19.00 | 0% | 571
2025-05-22 17:33:03 | 1.22% | 0.29 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:05 | 1.22% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:06 | 1.23% | 0.29 | 15.1 | 19.10 | 0% | 571
2025-05-22 17:33:07 | 1.23% | 0.29 | 15.4 | 19.44 | 0% | 571
2025-05-22 17:33:08 | 1.23% | 0.29 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:09 | 1.23% | 0.29 | 15.1 | 18.76 | 0% | 571
2025-05-22 17:33:10 | 1.23% | 0.29 | 15.5 | 19.57 | 0% | 571
2025-05-22 17:33:11 | 1.23% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:13 | 1.23% | 0.30 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:33:14 | 1.23% | 0.30 | 15.7 | 19.29 | 0% | 571
2025-05-22 17:33:15 | 1.23% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:16 | 1.23% | 0.30 | 15.0 | 18.92 | 0% | 571
2025-05-22 17:33:17 | 1.24% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:18 | 1.24% | 0.30 | 14.7 | 18.55 | 0% | 571
2025-05-22 17:33:20 | 1.24% | 0.30 | 15.2 | 19.18 | 0% | 571
2025-05-22 17:33:21 | 1.24% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:22 | 1.24% | 0.30 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:33:23 | 1.24% | 0.30 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:24 | 1.24% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:25 | 1.24% | 0.30 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:33:26 | 1.24% | 0.30 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:28 | 1.25% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:29 | 1.25% | 0.30 | 15.1 | 19.04 | 0% | 571
2025-05-22 17:33:30 | 1.25% | 0.30 | 15.4 | 19.34 | 0% | 571
2025-05-22 17:33:31 | 1.25% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:32 | 1.25% | 0.30 | 15.0 | 18.96 | 0% | 571
2025-05-22 17:33:33 | 1.25% | 0.30 | 15.5 | 19.50 | 0% | 571
2025-05-22 17:33:34 | 1.25% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:36 | 1.25% | 0.30 | 14.7 | 18.71 | 0% | 571
2025-05-22 17:33:37 | 1.25% | 0.30 | 15.6 | 19.62 | 0% | 571
2025-05-22 17:33:38 | 1.25% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:39 | 1.25% | 0.30 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:33:40 | 1.25% | 0.30 | 14.5 | 18.09 | 0% | 571
2025-05-22 17:33:41 | 1.25% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:42 | 1.25% | 0.30 | 15.0 | 18.96 | 0% | 571
2025-05-22 17:33:44 | 1.26% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:45 | 1.26% | 0.30 | 14.7 | 18.50 | 0% | 571
2025-05-22 17:33:46 | 1.26% | 0.30 | 15.1 | 19.03 | 0% | 571
2025-05-22 17:33:47 | 1.26% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:48 | 1.26% | 0.30 | 14.9 | 18.50 | 0% | 571
2025-05-22 17:33:49 | 1.26% | 0.30 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:51 | 1.26% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:52 | 1.26% | 0.30 | 15.0 | 18.81 | 0% | 571
2025-05-22 17:33:53 | 1.26% | 0.30 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:54 | 1.27% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:55 | 1.27% | 0.30 | 14.9 | 18.91 | 0% | 571
2025-05-22 17:33:56 | 1.27% | 0.30 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:33:57 | 1.27% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:33:59 | 1.27% | 0.30 | 15.2 | 19.10 | 0% | 571
2025-05-22 17:34:00 | 1.27% | 0.30 | 15.4 | 19.39 | 0% | 571
2025-05-22 17:34:01 | 1.27% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:02 | 1.27% | 0.30 | 15.0 | 18.91 | 1% | 571
2025-05-22 17:34:03 | 1.27% | 0.30 | 15.5 | 19.53 | 0% | 571
2025-05-22 17:34:04 | 1.27% | 0.30 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:05 | 1.28% | 0.31 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:07 | 1.28% | 0.31 | 15.6 | 19.71 | 0% | 571
2025-05-22 17:34:08 | 1.28% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:09 | 1.28% | 0.31 | 14.9 | 18.75 | 0% | 571
2025-05-22 17:34:10 | 1.28% | 0.31 | 14.4 | 18.23 | 0% | 571
2025-05-22 17:34:11 | 1.28% | 0.31 | 14.8 | 18.63 | 0% | 571
2025-05-22 17:34:12 | 1.28% | 0.31 | 15.2 | 19.23 | 0% | 571
2025-05-22 17:34:14 | 1.28% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:15 | 1.28% | 0.31 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:16 | 1.28% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:17 | 1.28% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:18 | 1.28% | 0.31 | 15.0 | 18.81 | 0% | 571
2025-05-22 17:34:19 | 1.28% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:20 | 1.28% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:22 | 1.29% | 0.31 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:34:23 | 1.29% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:24 | 1.29% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:25 | 1.29% | 0.31 | 15.1 | 19.09 | 0% | 571
2025-05-22 17:34:26 | 1.29% | 0.31 | 15.5 | 19.49 | 0% | 571
2025-05-22 17:34:27 | 1.29% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:28 | 1.29% | 0.31 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:30 | 1.29% | 0.31 | 15.6 | 19.61 | 0% | 571
2025-05-22 17:34:31 | 1.29% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:32 | 1.30% | 0.31 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:33 | 1.30% | 0.31 | 15.4 | 18.98 | 0% | 571
2025-05-22 17:34:34 | 1.30% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:35 | 1.30% | 0.31 | 15.0 | 18.89 | 0% | 571
2025-05-22 17:34:37 | 1.30% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:38 | 1.30% | 0.31 | 14.8 | 18.63 | 0% | 571
2025-05-22 17:34:39 | 1.30% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:40 | 1.30% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:41 | 1.30% | 0.31 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:42 | 1.30% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:43 | 1.30% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:45 | 1.30% | 0.31 | 15.0 | 18.85 | 0% | 571
2025-05-22 17:34:46 | 1.30% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:47 | 1.30% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:48 | 1.30% | 0.31 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:34:49 | 1.31% | 0.31 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:34:50 | 1.31% | 0.31 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:51 | 1.31% | 0.31 | 15.1 | 19.05 | 0% | 571
2025-05-22 17:34:53 | 1.31% | 0.31 | 15.4 | 19.40 | 0% | 571
2025-05-22 17:34:54 | 1.31% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:55 | 1.31% | 0.32 | 15.0 | 18.95 | 0% | 571
2025-05-22 17:34:56 | 1.31% | 0.32 | 15.5 | 19.48 | 0% | 571
2025-05-22 17:34:57 | 1.31% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:34:58 | 1.31% | 0.32 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:34:59 | 1.32% | 0.32 | 15.5 | 19.59 | 0% | 571
2025-05-22 17:35:01 | 1.32% | 0.32 | 14.5 | 18.29 | 1% | 571
2025-05-22 17:35:02 | 1.32% | 0.32 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:35:03 | 1.32% | 0.32 | 15.2 | 18.71 | 0% | 571
2025-05-22 17:35:04 | 1.32% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:05 | 1.32% | 0.32 | 15.0 | 18.94 | 0% | 571
2025-05-22 17:35:06 | 1.32% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:08 | 1.32% | 0.32 | 14.8 | 18.63 | 0% | 571
2025-05-22 17:35:09 | 1.32% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:10 | 1.32% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:11 | 1.32% | 0.32 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:35:12 | 1.32% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:13 | 1.32% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:14 | 1.32% | 0.32 | 15.0 | 18.71 | 0% | 571
2025-05-22 17:35:16 | 1.32% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:17 | 1.33% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:18 | 1.33% | 0.32 | 15.1 | 19.08 | 0% | 571
2025-05-22 17:35:19 | 1.33% | 0.32 | 15.4 | 19.37 | 0% | 571
2025-05-22 17:35:20 | 1.33% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:21 | 1.33% | 0.32 | 15.1 | 19.12 | 0% | 571
2025-05-22 17:35:23 | 1.33% | 0.32 | 15.4 | 19.47 | 0% | 571
2025-05-22 17:35:24 | 1.33% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:25 | 1.33% | 0.32 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:35:26 | 1.33% | 0.32 | 15.6 | 19.63 | 0% | 571
2025-05-22 17:35:27 | 1.34% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:28 | 1.34% | 0.32 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:35:29 | 1.34% | 0.32 | 15.2 | 18.60 | 0% | 571
2025-05-22 17:35:31 | 1.34% | 0.32 | 14.5 | 18.45 | 0% | 571
2025-05-22 17:35:32 | 1.34% | 0.32 | 15.0 | 18.95 | 0% | 571
2025-05-22 17:35:33 | 1.34% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:34 | 1.34% | 0.32 | 14.8 | 18.61 | 0% | 571
2025-05-22 17:35:35 | 1.34% | 0.32 | 15.3 | 19.28 | 0% | 571
2025-05-22 17:35:36 | 1.34% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:38 | 1.35% | 0.32 | 14.8 | 18.71 | 0% | 571
2025-05-22 17:35:39 | 1.35% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:40 | 1.35% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:41 | 1.35% | 0.32 | 15.0 | 18.91 | 0% | 571
2025-05-22 17:35:42 | 1.35% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:43 | 1.35% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:44 | 1.35% | 0.32 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:35:45 | 1.35% | 0.32 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:47 | 1.35% | 0.32 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:48 | 1.35% | 0.32 | 15.1 | 19.04 | 0% | 571
2025-05-22 17:35:49 | 1.35% | 0.33 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:35:50 | 1.35% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:51 | 1.35% | 0.33 | 15.1 | 18.91 | 0% | 571
2025-05-22 17:35:52 | 1.35% | 0.33 | 15.5 | 19.56 | 0% | 571
2025-05-22 17:35:54 | 1.35% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:55 | 1.36% | 0.33 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:35:56 | 1.36% | 0.33 | 15.7 | 19.72 | 0% | 571
2025-05-22 17:35:57 | 1.36% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:35:58 | 1.36% | 0.33 | 14.9 | 18.86 | 0% | 571
2025-05-22 17:35:59 | 1.36% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:01 | 1.36% | 0.33 | 14.8 | 18.71 | 1% | 571
2025-05-22 17:36:02 | 1.36% | 0.33 | 15.3 | 19.29 | 0% | 571
2025-05-22 17:36:03 | 1.36% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:04 | 1.36% | 0.33 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:36:05 | 1.36% | 0.33 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:36:06 | 1.37% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:07 | 1.37% | 0.33 | 15.0 | 18.92 | 0% | 571
2025-05-22 17:36:09 | 1.37% | 0.33 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:36:10 | 1.37% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:11 | 1.37% | 0.33 | 15.1 | 19.12 | 0% | 571
2025-05-22 17:36:12 | 1.37% | 0.33 | 15.4 | 19.46 | 0% | 571
2025-05-22 17:36:13 | 1.37% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:15 | 1.37% | 0.33 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:36:16 | 1.37% | 0.33 | 15.6 | 19.64 | 0% | 571
2025-05-22 17:36:17 | 1.38% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:18 | 1.38% | 0.33 | 14.9 | 18.71 | 0% | 571
2025-05-22 17:36:19 | 1.38% | 0.33 | 15.3 | 19.05 | 0% | 571
2025-05-22 17:36:20 | 1.38% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:21 | 1.38% | 0.33 | 14.9 | 18.83 | 0% | 571
2025-05-22 17:36:23 | 1.38% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:24 | 1.38% | 0.33 | 14.8 | 18.62 | 0% | 571
2025-05-22 17:36:25 | 1.38% | 0.33 | 15.2 | 19.22 | 0% | 571
2025-05-22 17:36:26 | 1.38% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:27 | 1.38% | 0.33 | 14.7 | 18.50 | 0% | 571
2025-05-22 17:36:28 | 1.38% | 0.33 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:36:29 | 1.38% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:31 | 1.38% | 0.33 | 14.9 | 18.86 | 0% | 571
2025-05-22 17:36:32 | 1.38% | 0.33 | 15.4 | 19.32 | 0% | 571
2025-05-22 17:36:33 | 1.39% | 0.33 | 14.5 | 18.29 | 0% | 571
2025-05-22 17:36:34 | 1.39% | 0.33 | 15.0 | 18.93 | 0% | 571
2025-05-22 17:36:35 | 1.39% | 0.33 | 15.4 | 19.32 | 0% | 571
